"","Image_name","ObjectNumber","Location_Center_X","Location_Center_Y","HLA.ABC","CD57","CD31","CD14","C.peptide","Nestin","Glucagon","pan.Keratin","CD11b","CD44","PDX.1","CD45","CD56","beta.Actin","Foxp3","CD4","NKX6.1","CD68","Somatostatin","CD20","CD8","CD99","CA2","NFkb","GnzB","Ki67","Collagen","CD3","p16","pS6","CD45RO","HLA.DR","PP","GHRL","DNA191","DNA193"
"cell_5183","NPOD6009_Head_ROI1",5183,8.483870968,591.5806452,0.7733248,0.2260992,0.29032448,0.8716288,0.032243712,0.12910592,0.1933312,5.1314688,3.5454976,0.2260992,0.35454976,0.09699328,0.38731776,3.0998528,1.1272192,0.29032448,0.09699328,0.58064896,0.12910592,0.09699328,0.38731776,4.358144,0.16121856,0.2260992,0.09699328,0.032243712,0.12910592,0.51642368,1.4548992,0.7077888,0.12910592,0.25821184,0.29032448,0.064487424,45.258768384,86.291644416
"cell_5184","NPOD6009_Head_ROI1",5184,52.74125874,593.9300699,1.1075584,0.21692416,0.21692416,1.0682368,0.11206656,0.23068672,0.21692416,6.96516608,4.2729472,0.8978432,2.523136,0.18153472,0.27262976,4.4171264,1.3697024,0.48234496,0.54525952,0.48234496,0.19595264,0.14680064,0.46137344,3.9518208,0.60817408,1.0092544,0.09109504,0.048955392,0.33554432,0.50331648,1.3565952,1.0682368,0.17498112,0.34275328,0.12582912,0.1540096,52.567212032,98.868658176
"cell_5185","NPOD6009_Head_ROI1",5185,155.8275862,593.7672414,0.8650752,0.22413312,0.11206656,0.950272,0.12058624,0.18939904,0.22413312,3.8797312,4.2401792,0.20709376,0.38797312,0.1376256,0.31916032,4.0370176,1.6121856,0.52559872,0.2588672,0.57737216,0.2588672,0.0950272,0.52559872,6.3373312,0.17235968,0.20709376,0.15532032,0.060358656,0.7012352,0.8781824,2.2740992,1.0289152,0.10354688,0.4653056,0.21561344,0.29294592,84.337491968,160.131776512
"cell_5186","NPOD6009_Head_ROI1",5186,356.78125,595.2109375,1.1075584,0.17170432,0.19529728,1.0289152,0.16384,0.2031616,0.29687808,4.620288,4.7644672,0.7667712,0.17170432,0.2031616,0.344064,4.0370176,1.2582912,0.53936128,0.11730944,0.55443456,0.344064,0.07798784,0.43778048,6.06208,0.1015808,0.21889024,0.08585216,0.04685824,0.9043968,0.65536,1.0944512,1.6515072,0.27328512,0.61734912,0.17956864,0.31260672,56.227397632,103.79067392
"cell_5187","NPOD6009_Head_ROI1",5187,421.4655172,591.8448276,0.7077888,0.034471936,0.08650752,0.7602176,0.24117248,0.051707904,0.29294592,2.1889024,2.260992,0.34471936,0.20709376,0.2588672,0.34471936,2.7066368,1.0354688,0.51707904,0.17235968,0.8126464,0.1376256,0.12058624,0.22413312,4.2729472,0.15532032,0.20709376,0.08650752,0,1.3959168,0.58589184,1.4155776,1.0682368,0.15532032,0.37945344,0.12058624,0.15532032,62.98370048,113.863819264
"cell_5188","NPOD6009_Head_ROI1",5188,635.6138614,593.6237624,1.572864,0.29687808,0.23789568,0.9633792,9.980346368,0.753664,0.55443456,1.5663104,0.65339392,0.22740992,4.1680896,0.24772608,1.1993088,3.6962304,1.4680064,0.61407232,3.6241408,0.50528256,1.0027008,0.23789568,0.52494336,24.604311552,0.26738688,0.06946816,0.04947968,0.019791872,0.57409536,0.32702464,1.0223616,0.14876672,0.06946816,0.35651584,0.20774912,0.59375616,56.050384896,104.763949056
"cell_5189","NPOD6009_Head_ROI1",5189,850.9557522,593.9292035,1.4942208,0.23003136,0.15925248,1.2845056,0.24772608,0.20381696,0.28311552,12.832079872,1.9529728,0.38928384,2.7721728,0.2392064,0.20381696,5.5836672,1.4811136,0.42467328,0.884736,0.43384832,0.46923776,0.16842752,0.36306944,2.4772608,1.245184,1.1862016,0.0884736,0.05308416,3.6438016,0.34537472,1.1927552,1.2386304,0.1769472,0.37158912,0.23003136,0.12386304,95.001444352,178.277056512
"cell_5190","NPOD6009_Head_ROI1",5190,954.7978723,597.5,0.9895936,0.11730944,0.212992,0.9764864,0.13828096,0.26607616,0.11730944,2.0447232,2.6476544,0.15925248,0.27656192,0.2555904,0.20185088,3.1260672,1.1927552,0.37224448,0.14876672,0.9371648,0.30867456,0.0851968,0.34013184,3.4013184,0.09568256,0.22347776,0.18087936,0.10616832,1.1403264,0.34013184,2.1889024,1.2582912,0.44695552,0.720896,0.38273024,0.27656192,101.607931904,186.641154048
"cell_5191","NPOD6009_Head_ROI1",5191,962.1016949,593.5508475,0.61865984,0.1015808,0.08454144,1.0747904,0.16973824,0.11010048,0.24576,3.4144256,2.2347776,0.2031616,0.33030144,0.1441792,0.19464192,3.7093376,1.015808,0.31326208,0.08454144,0.48300032,0.27131904,0.06750208,0.25427968,3.6634624,0.25427968,0.23724032,0.19464192,0.025427968,0.47448064,0.37289984,1.3303808,1.1206656,0.16121856,0.41549824,0.21168128,0.24576,67.153559552,125.71377664
"cell_5192","NPOD6009_Head_ROI1",5192,89.93333333,593.0833333,2.064384,0.08323072,0.33357824,0.884736,0.1835008,0.1998848,0.1835008,0.7995392,5.3149696,0.31653888,0.23330816,0.48365568,0.31653888,5.8523648,1.081344,0.41680896,0.13303808,1.081344,0.11665408,0.1835008,1.6973824,6.0162048,0.1998848,0.1998848,2.1823488,0.11665408,1.9136512,0.50003968,1.5335424,0.9699328,0.7012352,2.6804224,0.1998848,0.26673152,81.734598656,154.702381056
"cell_5193","NPOD6009_Head_ROI1",5193,272.0675676,595.1351351,0.9895936,0.18939904,0.06750208,1.0027008,0.13500416,0.13500416,0.18939904,4.4040192,4.6596096,0.62193664,0.6488064,0.24313856,0.37814272,4.5678592,1.4614528,0.48627712,0.16187392,0.52690944,0.2162688,0.12189696,0.36503552,4.227072,0.36503552,0.31064064,0.13500416,0.040566784,0.39190528,0.540672,1.7563648,0.7405568,0.16187392,0.40566784,0.2162688,0.13500416,50.960269312,100.825890816
"cell_5194","NPOD6009_Head_ROI1",5194,282.3870968,594.0322581,1.0092544,0.18284544,0.13959168,0.720896,0.13959168,0.23658496,0.1933312,2.3461888,3.407872,0.27983872,0.33357824,0.29032448,0.32243712,3.6569088,1.3893632,0.35454976,0.10747904,0.42991616,0.30081024,0.12910592,1.6646144,3.0408704,0.17235968,0.29032448,0.18284544,0.09699328,0.30081024,1.2058624,1.572864,0.4194304,0.51642368,0.46268416,0.24707072,0.21495808,103.496220672,196.841701376
"cell_5195","NPOD6009_Head_ROI1",5195,345.872,595.928,3.7093376,0.15990784,1.081344,1.14688,0.18415616,2.2806528,0.2162688,0.49610752,1.1337728,0.24772608,0.17629184,0.16777216,0.15204352,3.0212096,0.9895936,0.47972352,0.1998848,0.51183616,0.1441792,0.11206656,0.344064,4.0894464,0.15990784,0.15204352,0.064028672,0.047972352,3.2702464,0.42401792,1.0616832,1.0747904,0.22413312,7.00809216,0.1998848,0.17629184,82.75329024,156.370403328
"cell_5196","NPOD6009_Head_ROI1",5196,440,595.6213592,0.7471104,0.18415616,0.19398656,0.9895936,0.08716288,0.2424832,0.21364736,4.096,7.466123264,0.23330816,0.13565952,0.19398656,0.34930688,3.4471936,0.950272,0.57278464,0.15532032,0.6619136,0.2424832,0.10682368,0.45613056,4.5809664,0.14548992,0.23330816,0.08716288,0.058261504,0.13565952,0.34013184,0.9699328,1.4155776,0.07798784,0.2719744,0.17498112,0.16515072,51.932823552,98.253930496
"cell_5197","NPOD6009_Head_ROI1",5197,838.1619048,594.4571429,0.8192,1.7498112,0.12386304,0.6750208,0.21889024,0.15269888,0.22872064,1.6449536,3.2309248,0.15269888,0.22872064,0.15269888,0.24772608,2.9687808,1.1993088,0.3997696,0.18087936,0.42860544,0.42860544,0.15269888,0.29556736,3.8207488,0.13303808,0.26673152,0.07602176,0.028573696,1.212416,0.48562176,2.0578304,0.5144576,0.22872064,0.26673152,0.08585216,0.17170432,115.782713344,213.52710144
"cell_5198","NPOD6009_Head_ROI1",5198,861,592.5517241,2.0840448,0.22413312,0.17235968,1.1403264,0.2588672,0.37945344,0.27590656,19.638255616,2.0709376,0.51707904,2.0512768,0.2588672,0.24117248,7.7070336,1.8939904,0.8978432,0.7405568,0.4653056,0.15532032,0.08650752,0.22413312,2.5165824,1.2058624,1.343488,0.12058624,0.08650752,2.5493504,0.34471936,1.703936,2.7590656,0.2588672,0.4653056,0.20709376,0.2588672,77.08737536,148.398800896
"cell_5199","NPOD6009_Head_ROI1",5199,112.9358974,598.3076923,1.6908288,0.1540096,0.11534336,1.4876672,0.20512768,0.19202048,0.26935296,6.3307776,1.0616832,0.7667712,2.8704768,0.33357824,0.6946816,6.2062592,1.4483456,0.47448064,1.1927552,0.9633792,0.41025536,0.19202048,0.53870592,1.8087936,1.2058624,1.3959168,0.16646144,0.07667712,1.2189696,0.51314688,1.0747904,3.0670848,0.20512768,0.35913728,0.2818048,0.064094208,75.565236224,139.963662336
"cell_5200","NPOD6009_Head_ROI1",5200,126.1111111,594.5333333,1.0878976,0.15532032,0.13303808,1.343488,0.21102592,0.13303808,0.21102592,2.4313856,4.7448064,0.33357824,1.2582912,0.23330816,0.34471936,5.636096,1.7235968,0.62193664,0.42205184,2.424832,0.24444928,0.15532032,0.753664,2.7656192,0.688128,0.7995392,0.1441792,0.60030976,0.24444928,0.53346304,1.9202048,2.5100288,0.41091072,1.2910592,0.1998848,0.15532032,70.76773888,133.224267776
"cell_5201","NPOD6009_Head_ROI1",5201,201.4592593,595.0444444,1.1206656,4.7579136,0.19267584,2.326528,0.21495808,0.1998848,0.32571392,2.8573696,3.2047104,0.28901376,0.31850496,0.25952256,0.26673152,4.6792704,1.4352384,0.47382528,0.14811136,0.6946816,0.24444928,0.18546688,0.39256064,4.8693248,0.15532032,0.17760256,0.11862016,0.059244544,0.35586048,0.6684672,1.2582912,1.7235968,0.24444928,0.9306112,0.1703936,0.14811136,66.408415232,123.379646464
"cell_5202","NPOD6009_Head_ROI1",5202,518.5272727,593.5818182,1.96608,0.27262976,0.27262976,1.015808,0.21823488,0.29097984,0.29097984,13.818396672,1.6384,2.4707072,1.8743296,0.1998848,0.16384,4.4367872,1.2517376,0.63635456,0.34537472,0.45481984,0.1998848,0.10878976,0.49086464,2.1102592,0.45481984,1.0551296,0.03637248,0.14548992,0.47251456,0.45481984,0.8912896,0.60030976,0.18153472,0.14548992,0.18153472,0.10878976,59.000881152,113.656266752
"cell_5203","NPOD6009_Head_ROI1",5203,642.8448276,596.2586207,2.8639232,0.50003968,0.29294592,1.0682368,15.396765696,0.9109504,5.4329344,1.6187392,1.0878976,0.1376256,1.8087936,0.20709376,0.9306112,4.1222144,1.8284544,0.60358656,1.3631488,0.41353216,1.9136512,0.27590656,0.7077888,24.931401728,0.31064064,0.1376256,0.017235968,0.051707904,0.2588672,0.51707904,0.6750208,0.10354688,0.12058624,0.43122688,0.17235968,0.62062592,35.86260992,67.052765184
"cell_5204","NPOD6009_Head_ROI1",5204,694.9482759,594.4655172,1.5007744,0.18939904,0.7929856,1.015808,0.50003968,0.34471936,0.37945344,0.12058624,0.60358656,0.24117248,0.12058624,0.0688128,0.17235968,4.8103424,0.7077888,0.37945344,0.08650752,0.36175872,0.32768,0.20709376,0.36175872,3.7224448,0.10354688,0.0688128,0.034471936,0,5.5508992,0.24117248,1.1927552,0.10354688,0.08650752,0.2588672,0.17235968,0.0688128,94.691131392,178.623414272
"cell_5205","NPOD6009_Head_ROI1",5205,785.9390244,595.1585366,2.7459584,0.0851968,0.24379392,4.2074112,0.37814272,0.1343488,0.48758784,0.2195456,0.7929856,0.57344,0.14614528,0.6684672,0.20709376,9.024503808,0.950272,0.50003968,0.1343488,1.9136512,0.36569088,0.19529728,7.41474304,6.5470464,0.12189696,0.15859712,0.07340032,0.048758784,9.524543488,1.6842752,1.1862016,0.36569088,0.7667712,2.94912,0.14614528,0.2195456,47.8543872,84.9281024
"cell_5206","NPOD6009_Head_ROI1",5206,823.5102041,594.1836735,1.0420224,0.061210624,0.14286848,1.081344,0.1835008,0.30605312,0.40828928,2.4707072,2.2872064,0.32636928,0.42860544,0.32636928,0.28573696,4.3646976,1.4680064,0.42860544,0.10223616,0.28573696,0.42860544,0.061210624,0.28573696,4.8562176,0.20381696,0.28573696,0.08192,0,0.8388608,0.6750208,1.6318464,2.6148864,0.2654208,0.20381696,0.14286848,0.12255232,79.062433792,149.3696512
"cell_5207","NPOD6009_Head_ROI1",5207,896.5123967,594.9669421,0.7995392,0.12386304,0.09895936,0.98304,0.2064384,0.11599872,0.25624576,2.6148864,3.7093376,0.1572864,0.37158912,0.18153472,0.32243712,3.5454976,1.3238272,0.3964928,0.09895936,0.46268416,0.27262976,0.14024704,0.6684672,4.4302336,0.24772608,0.24772608,0.10747904,0.057868288,1.2386304,0.47906816,1.6449536,1.7104896,0.26476544,0.3637248,0.19857408,0.2228224,72.447361024,138.977345536
"cell_5208","NPOD6009_Head_ROI1",5208,906.2777778,595.6111111,0.8912896,0.08323072,0.19464192,0.6684672,0.15269888,0.15269888,0.19464192,6.1669376,5.1838976,0.8192,0.8323072,0.16646144,0.44433408,3.93216,1.1927552,0.50003968,0.24969216,0.3473408,0.38862848,0.06946816,0.41680896,4.0566784,0.26411008,0.4030464,0.09699328,0.08323072,0.36110336,0.4030464,0.8912896,1.5138816,0.19464192,0.26411008,0.18087936,0.08323072,43.611783168,82.376261632
"cell_5209","NPOD6009_Head_ROI1",5209,947.8548387,593.3225806,2.1757952,0.11272192,0.35454976,0.59703296,0.12910592,0.9371648,0.14548992,1.3369344,3.2243712,0.4194304,0.1933312,0.7274496,0.24182784,3.6765696,1.2582912,0.4194304,0.16121856,2.7721728,0.25821184,0.09699328,0.7602176,5.6754176,0.2260992,0.16121856,1.900544,0.09699328,2.12992,0.30670848,1.2713984,0.7733248,1.5794176,3.4013184,0.24182784,0.2260992,99.630579712,183.664115712
"cell_5210","NPOD6009_Head_ROI1",5210,108,593.4,1.4483456,0.15007744,0.15007744,2.2020096,0.15007744,0.15007744,0.45023232,1.6515072,1.8481152,0.7471104,2.3003136,0.54984704,0.15007744,4.0501248,1.1010048,0.7471104,1.14688,1.14688,0.7995392,0.3997696,0.54984704,2.0512768,0.851968,1.0027008,0.3997696,0.15007744,2.2020096,0.34996224,1.1993088,1.998848,0.54984704,1.4024704,0.1998848,0.050003968,85.30132992,158.402412544
"cell_5211","NPOD6009_Head_ROI1",5211,144.2764706,599.9588235,1.2386304,0.16449536,0.18219008,3.5979264,0.15859712,0.1179648,0.18219008,1.5925248,2.260992,0.34144256,0.24707072,0.21168128,0.9568256,6.805979136,1.2910592,0.55312384,0.14680064,3.7552128,0.3473408,0.12910592,0.38797312,5.1511296,0.20578304,0.12910592,0.38207488,0.12320768,1.3238272,0.50593792,0.8781824,1.0354688,0.6291456,0.7471104,0.15269888,0.17629184,59.90678528,114.08408576
"cell_5212","NPOD6009_Head_ROI1",5212,403.5164835,596.032967,0.9240576,0.1867776,0.12058624,0.8585216,0.09895936,0.07667712,0.24182784,4.0239104,6.2717952,1.2386304,0.7929856,0.1867776,0.2195456,3.1522816,1.0551296,0.47251456,0.25296896,0.38469632,0.38469632,0.09895936,0.3735552,5.341184,0.2195456,0.7602176,0.09895936,0.02195456,0.17563648,0.47251456,1.0223616,0.7602176,0.12058624,0.23068672,0.2195456,0.08781824,41.495166976,78.25391616
"cell_5213","NPOD6009_Head_ROI1",5213,452.0180723,599.1626506,0.7733248,0.1867776,0.16252928,0.8716288,0.1507328,0.16842752,0.24707072,4.096,10.144710656,0.7733248,0.30736384,0.21692416,0.28311552,3.7879808,1.2255232,0.53018624,0.16842752,0.6750208,0.20512768,0.12648448,0.46989312,4.1025536,0.13828096,0.19267584,0.10223616,0.024117248,0.24707072,0.62652416,1.0878976,0.98304,0.18087936,0.37945344,0.1507328,0.25296896,46.494711808,86.916988928
"cell_5214","NPOD6009_Head_ROI1",5214,561.8918919,594.0540541,1.6187392,0.18939904,0.13500416,2.62144,0.24313856,0.16187392,0.24313856,1.835008,5.24288,0.45940736,0.29753344,0.18939904,0.51380224,3.9452672,1.245184,0.37814272,0.29753344,0.786432,0.29753344,0.13500416,0.2162688,5.3542912,0.18939904,0.18939904,0.1081344,0,4.0566784,0.48627712,0.917504,1.540096,0.540672,18.135384064,0.29753344,0.13500416,53.027864576,104.163770368
"cell_5215","NPOD6009_Head_ROI1",5215,703.9010989,597.3406593,2.0774912,0.25296896,0.42860544,0.63766528,0.6684672,0.54919168,1.8808832,0.2195456,0.48365568,0.16515072,0.16515072,0.16515072,0.29687808,3.11296,0.7012352,0.3407872,0.12058624,0.3735552,0.29687808,0.14286848,0.1540096,8.022130688,0.14286848,0.043974656,0.02195456,0.043974656,7.505641472,0.24182784,0.7340032,0.14286848,0.08781824,0.16515072,0.28573696,0.16515072,82.4737792,155.156217856
"cell_5216","NPOD6009_Head_ROI1",5216,714.2882883,597.0990991,3.4668544,0.540672,0.27000832,1.0420224,11.44160256,0.7274496,12.29750272,1.6384,0.8650752,0.3244032,0.60358656,0.29753344,0.917504,4.0173568,1.6187392,0.7143424,0.720896,0.55836672,0.63963136,0.23396352,0.51380224,27.928363008,0.26148864,0.12582912,0.063045632,0.08978432,1.2582912,0.38731776,0.7929856,0.19791872,0.13500416,0.2162688,0.30605312,0.58589184,42.018668544,81.730994176
"cell_5217","NPOD6009_Head_ROI1",5217,743.9448819,598.1259843,1.2648448,0.16515072,0.1572864,0.6750208,2.1561344,0.21233664,5.931008,0.851968,0.5668864,0.22020096,0.2359296,0.1572864,0.55902208,2.8573696,0.9371648,0.4096,0.22806528,0.33882112,0.38600704,0.1179648,0.51970048,15.952969728,0.1572864,0.08650752,0.07077888,0.02359296,4.4957696,0.2916352,0.48037888,0.20447232,0.10223616,0.3309568,0.14155776,0.3309568,25.898057728,47.55980288
"cell_5218","NPOD6009_Head_ROI1",5218,753.5116279,594.9418605,1.6842752,0.09306112,0.29097984,0.720896,2.4182784,0.27918336,1.2648448,0.65142784,0.50003968,0.29097984,0.4882432,0.13959168,0.53477376,3.6962304,0.9895936,0.40697856,0.47644672,0.38404096,0.6619136,0.06946816,0.32571392,12.000165888,0.17432576,0.058130432,0.034865152,0.034865152,3.9059456,0.19791872,0.6619136,0.16252928,0.058130432,0.37224448,0.17432576,0.32571392,49.32632576,93.908434944
"cell_5219","NPOD6009_Head_ROI1",5219,797.9393939,596.4848485,1.4942208,0.14155776,0.28311552,1.9464192,0.45481984,0.131072,0.47448064,0.9109504,2.260992,0.21233664,0.16187392,0.18153472,0.15138816,5.1183616,1.1403264,0.33357824,0.2326528,1.4024704,0.40435712,0.131072,0.31326208,4.5744128,0.16187392,0.16187392,0.26279936,0.040435712,2.5362432,0.53542912,1.7170432,1.081344,0.51511296,0.9109504,0.19202048,0.19202048,87.859920896,163.315646464
"cell_5220","NPOD6009_Head_ROI1",5220,814.86,595.35,1.2713984,0.15007744,0.16973824,1.1272192,0.34996224,0.15990784,0.27983872,2.0774912,2.1430272,1.081344,0.720896,0.1998848,0.1900544,3.702784,1.3369344,0.50003968,0.1900544,0.6619136,0.42008576,0.11993088,0.49020928,3.5782656,0.30998528,0.34996224,0.050003968,0.030015488,0.7929856,0.589824,1.5204352,1.2713984,0.24969216,0.34013184,0.34013184,0.16973824,96.271466496,180.112719872
"cell_5221","NPOD6009_Head_ROI1",5221,941.1532258,598.5,1.0223616,1.1075584,0.24969216,0.7929856,0.16908288,0.49217536,0.2260992,2.3396352,5.1511296,0.25821184,0.2981888,0.28246016,0.4030464,3.2047104,1.245184,0.54853632,0.1933312,0.9568256,0.23396352,0.13697024,0.29032448,4.096,0.1212416,0.24182784,0.34668544,0.048365568,0.8650752,0.37879808,1.6842752,1.3697024,0.47579136,0.64487424,0.16908288,0.14548992,57.299238912,106.05002752
"cell_5222","NPOD6009_Head_ROI1",5222,995.7407407,595.3888889,1.4811136,0.16646144,0.425984,0.55574528,0.18546688,0.44433408,0.25952256,2.9425664,0.8912896,0.20381696,0.16646144,0.16646144,0.18546688,3.0015488,1.0354688,0.50003968,0.03702784,0.4816896,0.35192832,0.14811136,0.425984,4.0566784,0.12976128,0.07405568,0.055574528,0.07405568,1.277952,0.33357824,1.9070976,3.0736384,0.20381696,0.8716288,0.29622272,0.16646144,76.704841728,141.539213312
"cell_5223","NPOD6009_Head_ROI1",5223,37.89147287,596.4883721,1.3565952,0.147456,0.26345472,0.8388608,0.17825792,0.33357824,0.19398656,6.65124864,3.4471936,0.42663936,2.490368,0.17825792,0.22478848,4.3122688,1.2386304,0.52690944,0.65142784,0.2555904,0.20185088,0.09306112,0.48037888,3.2768,0.7077888,1.5138816,0.054263808,0.038731776,0.64356352,0.4030464,1.14688,0.7274496,0.13172736,0.36438016,0.10092544,0.07733248,60.031893504,113.45133568
"cell_5224","NPOD6009_Head_ROI1",5224,62.1147541,597.0983607,0.9699328,0.294912,0.147456,0.950272,0.212992,0.180224,0.24576,3.6569088,5.2297728,0.311296,0.360448,0.16384,0.311296,3.2636928,1.4286848,0.7077888,0.229376,0.442368,0.475136,0.08192,0.4096,4.9152,0.114688,0.278528,0.16384,0.065536,0.278528,0.8060928,1.6908288,2.555904,0.180224,0.442368,0.196608,0.229376,70.36174336,129.313472512
"cell_5225","NPOD6009_Head_ROI1",5225,258.4482759,597.5287356,0.7471104,0.1376256,0.08060928,0.9568256,0.28704768,0.14942208,0.23003136,3.0212096,2.5296896,0.16121856,0.27590656,0.18415616,0.25296896,3.6765696,1.4024704,0.46006272,0.16121856,0.56295424,0.29884416,0.17235968,0.43646976,4.5285376,0.16121856,0.1376256,0.114688,0.0688128,0.20709376,0.7798784,2.2740992,0.48300032,0.27590656,0.42532864,0.28704768,0.28704768,93.150838784,173.634813952
"cell_5226","NPOD6009_Head_ROI1",5226,367.3853211,597.5412844,0.851968,0.14680064,0.1376256,0.8978432,0.10092544,0.14680064,0.26607616,4.1811968,3.5520512,0.61472768,0.2752512,0.0917504,0.43122688,3.7617664,1.3828096,0.56885248,0.229376,0.49545216,0.26607616,0.11010048,0.43122688,5.8195968,0.14680064,0.10092544,0.11010048,0.08257536,1.3959168,0.63307776,1.0616832,1.1927552,0.229376,0.5505024,0.17432576,0.28442624,41.927245824,73.771778048
"cell_5227","NPOD6009_Head_ROI1",5227,410.4423077,597.7884615,1.9202048,0.3080192,0.38469632,0.786432,0.23068672,0.23068672,0.23068672,4.4826624,6.0555264,3.0408704,1.0747904,0.2883584,0.24969216,3.637248,1.4811136,0.55771136,0.51904512,0.46137344,0.2883584,0.07667712,0.2883584,3.8076416,0.17301504,1.0027008,0.07667712,0.09633792,0.21168128,0.63438848,1.1534336,1.0354688,0.19202048,0.19202048,0.1540096,0.17301504,63.366365184,119.213326336
"cell_5228","NPOD6009_Head_ROI1",5228,467.5757576,599.1393939,2.3527424,0.26083328,0.33357824,3.4275328,0.18808832,0.35127296,0.17563648,1.441792,1.867776,0.7340032,0.15138816,1.0092544,0.753664,8.787984384,1.3565952,0.6946816,0.14548992,4.227072,0.15138816,0.41811968,7.12736768,6.0227584,0.1212416,0.09699328,0.0786432,0.054525952,2.0578304,1.5925248,0.8781824,1.1337728,0.53346304,6.4684032,0.21233664,0.24838144,73.267806208,135.359627264
"cell_5229","NPOD6009_Head_ROI1",5229,505.56,594.56,0.7602176,0,0.15990784,0.47972352,0.11993088,0.11993088,0.1998848,5.6426496,6.356992,1.081344,0.51970048,0.15990784,0.1998848,3.637248,1.277952,0.47972352,0.23986176,0.15990784,0.31981568,0.03997696,0.35979264,5.2822016,0.23986176,0.15990784,0,0.03997696,0.15990784,0.1998848,0.8781824,0.5603328,0.07995392,0.11993088,0.15990784,0.15990784,30.680481792,48.520757248
